
Predictions were generated on 17-Jul-2019 at 13:03:04 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.1.0-130-g2d9230df-dirty
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #01: AWT-27CR2 with many DOFs with fixed yaw error and steady wind

Time      	HSShftPwr 	HSShftTq  	HSShftV   	LSSGagFxs 	LSSGagFys 	LSSGagFzs 	LSSGagV   	LSShftPwr 	LSShftTq  	RootFxb3  	RootFyb3  	RootMEdg3 	RootMFlp3 	RotSpeed  	Spn4MLxb1 	Spn4MLyb1 	Spn5ALxb1 	Spn5ALyb1 	TipDxb3   	TipDyb3   	TipRDxb3  	TipRDyb3  
(s)       	(kW)      	(kN-m)    	(rpm)     	(kN)      	(kN)      	(kN)      	(rpm)     	(kW)      	(kN-m)    	(kN)      	(kN)      	(kN-m)    	(kN-m)    	(rpm)     	(kN-m)    	(kN-m)    	(m/s^2)   	(m/s^2)   	(m)       	(m)       	(deg)     	(deg)     
   11.2200	 3.425E-13	 2.981E-08	 1.097E-04	 1.371E-07	-9.317E-08	-6.684E+00	 3.884E-06	 3.462E-13	 8.421E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.926E-06	-1.465E-03	 2.767E-02	 8.097E-05	-3.331E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.2400	 2.372E-13	 2.056E-08	 1.102E-04	-1.404E-06	 7.885E-08	-6.684E+00	 3.901E-06	 2.381E-13	 5.807E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.915E-06	-1.465E-03	 2.767E-02	 9.972E-05	-3.604E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.2600	 1.031E-13	 8.910E-09	 1.105E-04	-2.539E-06	 2.257E-07	-6.684E+00	 3.911E-06	 1.026E-13	 2.517E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.894E-06	-1.464E-03	 2.767E-02	 9.249E-05	-3.008E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.2800	-2.412E-14	-2.083E-09	 1.105E-04	-2.991E-06	 3.106E-07	-6.684E+00	 3.913E-06	-2.385E-14	-5.886E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.870E-06	-1.464E-03	 2.767E-02	 6.195E-05	-1.725E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.3000	-1.114E-13	-9.631E-09	 1.104E-04	-2.665E-06	 3.136E-07	-6.684E+00	 3.909E-06	-1.097E-13	-2.721E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.852E-06	-1.464E-03	 2.767E-02	 1.663E-05	-1.045E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.3200	-1.374E-13	-1.191E-08	 1.102E-04	-1.666E-06	 2.364E-07	-6.684E+00	 3.901E-06	-1.354E-13	-3.363E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.845E-06	-1.464E-03	 2.767E-02	-3.144E-05	 1.430E-06	-2.660E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.3400	-9.775E-14	-8.485E-09	 1.100E-04	-2.720E-07	 1.011E-07	-6.684E+00	 3.894E-06	-9.672E-14	-2.397E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.853E-06	-1.464E-03	 2.768E-02	-6.995E-05	 2.491E-06	-2.660E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.3600	-4.769E-15	-4.143E-10	 1.099E-04	 1.150E-06	-5.604E-08	-6.684E+00	 3.891E-06	-4.749E-15	-1.170E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.875E-06	-1.464E-03	 2.768E-02	-8.940E-05	 2.825E-06	-2.660E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.3800	 1.164E-13	 1.010E-08	 1.100E-04	 2.235E-06	-1.943E-07	-6.684E+00	 3.894E-06	 1.168E-13	 2.854E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.907E-06	-1.464E-03	 2.768E-02	-8.546E-05	 2.370E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.4000	 2.345E-13	 2.030E-08	 1.103E-04	 2.716E-06	-2.788E-07	-6.684E+00	 3.904E-06	 2.367E-13	 5.735E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.942E-06	-1.464E-03	 2.768E-02	-5.989E-05	 1.270E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.4200	 3.200E-13	 2.759E-08	 1.108E-04	 2.488E-06	-2.897E-07	-6.684E+00	 3.921E-06	 3.242E-13	 7.793E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.972E-06	-1.464E-03	 2.767E-02	-1.991E-05	-1.744E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.4400	 3.518E-13	 3.018E-08	 1.113E-04	 1.630E-06	-2.262E-07	-6.684E+00	 3.941E-06	 3.565E-13	 8.525E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.993E-06	-1.464E-03	 2.767E-02	 2.385E-05	-1.584E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.4600	 3.229E-13	 2.756E-08	 1.119E-04	 3.815E-07	-1.068E-07	-6.684E+00	 3.961E-06	 3.261E-13	 7.785E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.000E-06	-1.464E-03	 2.767E-02	 6.012E-05	-2.601E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.4800	 2.418E-13	 2.055E-08	 1.123E-04	-9.271E-07	 3.639E-08	-6.684E+00	 3.977E-06	 2.428E-13	 5.806E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.994E-06	-1.464E-03	 2.767E-02	 7.991E-05	-2.979E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.5000	 1.307E-13	 1.108E-08	 1.127E-04	-1.959E-06	 1.661E-07	-6.684E+00	 3.988E-06	 1.305E-13	 3.131E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.979E-06	-1.464E-03	 2.767E-02	 7.872E-05	-2.645E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.5200	 1.947E-14	 1.649E-09	 1.128E-04	-2.459E-06	 2.495E-07	-6.684E+00	 3.992E-06	 1.931E-14	 4.657E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.960E-06	-1.464E-03	 2.767E-02	 5.754E-05	-1.707E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.5400	-6.305E-14	-5.341E-09	 1.127E-04	-2.315E-06	 2.668E-07	-6.684E+00	 3.991E-06	-6.232E-14	-1.509E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.945E-06	-1.464E-03	 2.767E-02	 2.239E-05	-4.242E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.5600	-9.635E-14	-8.171E-09	 1.126E-04	-1.583E-06	 2.154E-07	-6.684E+00	 3.986E-06	-9.519E-14	-2.308E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.938E-06	-1.464E-03	 2.767E-02	-1.731E-05	 8.653E-07	-2.660E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.5800	-7.353E-14	-6.244E-09	 1.125E-04	-4.688E-07	 1.104E-07	-6.684E+00	 3.981E-06	-7.284E-14	-1.764E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.943E-06	-1.464E-03	 2.767E-02	-5.131E-05	 1.833E-06	-2.660E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.6000	-2.304E-15	-1.957E-10	 1.124E-04	 7.320E-07	-1.960E-08	-6.684E+00	 3.978E-06	-2.293E-15	-5.529E-09	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.960E-06	-1.464E-03	 2.768E-02	-7.115E-05	 2.244E-06	-2.660E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.6200	 9.778E-14	 8.303E-09	 1.125E-04	 1.709E-06	-1.408E-07	-6.684E+00	 3.981E-06	 9.793E-14	 2.346E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 3.987E-06	-1.464E-03	 2.768E-02	-7.223E-05	 2.012E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.6400	 2.007E-13	 1.700E-08	 1.127E-04	 2.220E-06	-2.225E-07	-6.684E+00	 3.989E-06	 2.021E-13	 4.804E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.017E-06	-1.464E-03	 2.767E-02	-5.488E-05	 1.218E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.6600	 2.804E-13	 2.368E-08	 1.131E-04	 2.148E-06	-2.449E-07	-6.684E+00	 4.003E-06	 2.833E-13	 6.689E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.045E-06	-1.464E-03	 2.767E-02	-2.413E-05	 8.281E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.6800	 3.173E-13	 2.668E-08	 1.136E-04	 1.528E-06	-2.041E-07	-6.684E+00	 4.021E-06	 3.208E-13	 7.536E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.065E-06	-1.464E-03	 2.767E-02	 1.177E-05	-1.093E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.7000	 3.028E-13	 2.535E-08	 1.141E-04	 5.367E-07	-1.124E-07	-6.684E+00	 4.038E-06	 3.055E-13	 7.161E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.074E-06	-1.464E-03	 2.767E-02	 4.351E-05	-2.009E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.7200	 2.418E-13	 2.016E-08	 1.145E-04	-5.623E-07	 5.366E-09	-6.684E+00	 4.054E-06	 2.428E-13	 5.695E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.072E-06	-1.464E-03	 2.767E-02	 6.315E-05	-2.441E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.7400	 1.510E-13	 1.255E-08	 1.148E-04	-1.484E-06	 1.183E-07	-6.684E+00	 4.065E-06	 1.508E-13	 3.546E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.062E-06	-1.464E-03	 2.767E-02	 6.608E-05	-2.295E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.7600	 5.479E-14	 4.550E-09	 1.150E-04	-1.999E-06	 1.977E-07	-6.684E+00	 4.071E-06	 5.448E-14	 1.285E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.048E-06	-1.464E-03	 2.767E-02	 5.209E-05	-1.628E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.7800	-2.159E-14	-1.792E-09	 1.150E-04	-1.987E-06	 2.242E-07	-6.684E+00	 4.072E-06	-2.140E-14	-5.063E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.035E-06	-1.464E-03	 2.767E-02	 2.530E-05	-6.274E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.8000	-5.901E-14	-4.902E-09	 1.150E-04	-1.467E-06	 1.927E-07	-6.684E+00	 4.069E-06	-5.843E-14	-1.385E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.029E-06	-1.464E-03	 2.767E-02	-7.055E-06	 4.414E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.8200	-4.910E-14	-4.082E-09	 1.149E-04	-5.876E-07	 1.129E-07	-6.684E+00	 4.066E-06	-4.869E-14	-1.153E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.032E-06	-1.464E-03	 2.767E-02	-3.656E-05	 1.304E-06	-2.660E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.8400	 4.090E-15	 3.402E-10	 1.148E-04	 4.153E-07	 6.587E-09	-6.684E+00	 4.065E-06	 4.072E-15	 9.609E-09	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.046E-06	-1.464E-03	 2.768E-02	-5.581E-05	 1.748E-06	-2.660E-03	 5.173E-03	-7.246E-02	-4.207E-02
   11.8600	 8.571E-14	 7.124E-09	 1.149E-04	 1.282E-06	-9.826E-08	-6.684E+00	 4.067E-06	 8.573E-14	 2.012E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.068E-06	-1.464E-03	 2.768E-02	-6.021E-05	 1.674E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.8800	 1.743E-13	 1.446E-08	 1.151E-04	 1.794E-06	-1.749E-07	-6.684E+00	 4.074E-06	 1.752E-13	 4.086E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.094E-06	-1.464E-03	 2.767E-02	-4.915E-05	 1.119E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.9000	 2.474E-13	 2.046E-08	 1.154E-04	 1.832E-06	-2.046E-07	-6.684E+00	 4.086E-06	 2.494E-13	 5.781E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.119E-06	-1.464E-03	 2.767E-02	-2.593E-05	 2.395E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.9200	 2.868E-13	 2.363E-08	 1.159E-04	 1.401E-06	-1.812E-07	-6.684E+00	 4.101E-06	 2.893E-13	 6.677E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.138E-06	-1.464E-03	 2.767E-02	 3.138E-06	-7.288E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.9400	 2.832E-13	 2.325E-08	 1.163E-04	 6.240E-07	-1.122E-07	-6.684E+00	 4.117E-06	 2.853E-13	 6.567E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.149E-06	-1.464E-03	 2.767E-02	 3.047E-05	-1.537E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.9600	 2.385E-13	 1.951E-08	 1.167E-04	-2.887E-07	-1.651E-08	-6.684E+00	 4.132E-06	 2.395E-13	 5.511E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.150E-06	-1.464E-03	 2.767E-02	 4.916E-05	-1.985E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   11.9800	 1.652E-13	 1.348E-08	 1.170E-04	-1.100E-06	 8.053E-08	-6.684E+00	 4.143E-06	 1.652E-13	 3.808E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.144E-06	-1.464E-03	 2.767E-02	 5.473E-05	-1.970E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.0000	 8.306E-14	 6.766E-09	 1.172E-04	-1.605E-06	 1.541E-07	-6.684E+00	 4.150E-06	 8.274E-14	 1.911E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.134E-06	-1.464E-03	 2.767E-02	 4.619E-05	-1.513E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.0200	 1.362E-14	 1.109E-09	 1.173E-04	-1.685E-06	 1.862E-07	-6.684E+00	 4.153E-06	 1.353E-14	 3.133E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.124E-06	-1.464E-03	 2.767E-02	 2.617E-05	-7.443E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.0400	-2.552E-14	-2.078E-09	 1.173E-04	-1.331E-06	 1.697E-07	-6.684E+00	 4.152E-06	-2.531E-14	-5.869E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.119E-06	-1.464E-03	 2.767E-02	 1.471E-07	 1.301E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.0600	-2.522E-14	-2.054E-09	 1.173E-04	-6.479E-07	 1.104E-07	-6.684E+00	 4.151E-06	-2.504E-14	-5.802E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.121E-06	-1.464E-03	 2.767E-02	-2.507E-05	 8.839E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.207E-02
   12.0800	 1.322E-14	 1.077E-09	 1.172E-04	 1.805E-07	 2.463E-08	-6.684E+00	 4.150E-06	 1.316E-14	 3.041E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.132E-06	-1.464E-03	 2.767E-02	-4.308E-05	 1.329E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.207E-02
   12.1000	 7.886E-14	 6.419E-09	 1.173E-04	 9.377E-07	-6.491E-08	-6.684E+00	 4.152E-06	 7.881E-14	 1.813E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.150E-06	-1.464E-03	 2.767E-02	-4.954E-05	 1.364E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.1200	 1.543E-13	 1.254E-08	 1.175E-04	 1.432E-06	-1.352E-07	-6.684E+00	 4.159E-06	 1.548E-13	 3.543E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.172E-06	-1.464E-03	 2.767E-02	-4.318E-05	 9.921E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.1400	 2.202E-13	 1.785E-08	 1.178E-04	 1.545E-06	-1.689E-07	-6.684E+00	 4.169E-06	 2.215E-13	 5.043E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.195E-06	-1.464E-03	 2.767E-02	-2.603E-05	 3.224E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.1600	 2.601E-13	 2.102E-08	 1.182E-04	 1.260E-06	-1.585E-07	-6.684E+00	 4.183E-06	 2.620E-13	 5.938E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.213E-06	-1.464E-03	 2.767E-02	-2.804E-06	-4.646E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.1800	 2.645E-13	 2.130E-08	 1.186E-04	 6.610E-07	-1.078E-07	-6.684E+00	 4.197E-06	 2.662E-13	 6.017E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.225E-06	-1.464E-03	 2.767E-02	 2.038E-05	-1.165E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.2000	 2.330E-13	 1.871E-08	 1.190E-04	-8.870E-08	-3.116E-08	-6.684E+00	 4.211E-06	 2.340E-13	 5.285E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.229E-06	-1.464E-03	 2.767E-02	 3.763E-05	-1.603E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.2200	 1.747E-13	 1.399E-08	 1.193E-04	-7.930E-07	 5.121E-08	-6.684E+00	 4.222E-06	 1.749E-13	 3.952E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.226E-06	-1.464E-03	 2.767E-02	 4.474E-05	-1.677E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.2400	 1.054E-13	 8.423E-09	 1.195E-04	-1.273E-06	 1.181E-07	-6.684E+00	 4.229E-06	 1.051E-13	 2.380E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.219E-06	-1.464E-03	 2.767E-02	 4.023E-05	-1.379E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.2600	 4.324E-14	 3.453E-09	 1.196E-04	-1.413E-06	 1.528E-07	-6.684E+00	 4.233E-06	 4.302E-14	 9.755E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.211E-06	-1.464E-03	 2.767E-02	 2.563E-05	-7.986E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.2800	 4.170E-15	 3.328E-10	 1.196E-04	-1.188E-06	 1.474E-07	-6.684E+00	 4.235E-06	 4.142E-15	 9.403E-09	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.207E-06	-1.464E-03	 2.767E-02	 4.986E-06	-9.255E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.3000	-2.447E-15	-1.953E-10	 1.196E-04	-6.652E-07	 1.046E-07	-6.684E+00	 4.234E-06	-2.432E-15	-5.518E-09	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.209E-06	-1.464E-03	 2.767E-02	-1.626E-05	 5.553E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.3200	 2.411E-14	 1.925E-09	 1.196E-04	 1.146E-08	 3.630E-08	-6.684E+00	 4.235E-06	 2.402E-14	 5.437E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.218E-06	-1.464E-03	 2.767E-02	-3.267E-05	 9.821E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.3400	 7.610E-14	 6.071E-09	 1.197E-04	 6.646E-07	-3.924E-08	-6.684E+00	 4.237E-06	 7.601E-14	 1.715E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.233E-06	-1.464E-03	 2.767E-02	-4.023E-05	 1.087E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.3600	 1.396E-13	 1.112E-08	 1.199E-04	 1.128E-06	-1.025E-07	-6.684E+00	 4.243E-06	 1.399E-13	 3.142E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.252E-06	-1.464E-03	 2.767E-02	-3.731E-05	 8.533E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.3800	 1.982E-13	 1.576E-08	 1.201E-04	 1.289E-06	-1.377E-07	-6.684E+00	 4.252E-06	 1.991E-13	 4.451E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.272E-06	-1.464E-03	 2.767E-02	-2.497E-05	 3.527E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.4000	 2.372E-13	 1.880E-08	 1.205E-04	 1.115E-06	-1.367E-07	-6.684E+00	 4.264E-06	 2.386E-13	 5.312E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.289E-06	-1.464E-03	 2.767E-02	-6.681E-06	-2.786E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.4200	 2.472E-13	 1.953E-08	 1.208E-04	 6.618E-07	-1.008E-07	-6.684E+00	 4.277E-06	 2.486E-13	 5.518E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.301E-06	-1.464E-03	 2.767E-02	 1.272E-05	-8.758E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.4400	 2.263E-13	 1.783E-08	 1.212E-04	 5.286E-08	-4.023E-08	-6.684E+00	 4.290E-06	 2.272E-13	 5.037E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.307E-06	-1.464E-03	 2.767E-02	 2.826E-05	-1.288E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.4600	 1.807E-13	 1.420E-08	 1.215E-04	-5.510E-07	 2.885E-08	-6.684E+00	 4.301E-06	 1.809E-13	 4.011E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.307E-06	-1.464E-03	 2.767E-02	 3.610E-05	-1.416E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.4800	 1.228E-13	 9.632E-09	 1.217E-04	-9.957E-07	 8.851E-08	-6.684E+00	 4.309E-06	 1.226E-13	 2.721E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.302E-06	-1.464E-03	 2.767E-02	 3.450E-05	-1.238E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.5000	 6.793E-14	 5.323E-09	 1.219E-04	-1.172E-06	 1.238E-07	-6.684E+00	 4.314E-06	 6.767E-14	 1.504E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.297E-06	-1.464E-03	 2.767E-02	 2.417E-05	-8.089E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.5200	 3.021E-14	 2.366E-09	 1.219E-04	-1.044E-06	 1.264E-07	-6.684E+00	 4.317E-06	 3.006E-14	 6.684E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.294E-06	-1.464E-03	 2.767E-02	 8.027E-06	-2.463E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.5400	 1.886E-14	 1.476E-09	 1.220E-04	-6.521E-07	 9.665E-08	-6.684E+00	 4.318E-06	 1.876E-14	 4.171E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.296E-06	-1.464E-03	 2.767E-02	-9.632E-06	 3.021E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.5600	 3.602E-14	 2.819E-09	 1.220E-04	-1.058E-07	 4.309E-08	-6.684E+00	 4.319E-06	 3.588E-14	 7.963E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.303E-06	-1.464E-03	 2.767E-02	-2.426E-05	 6.972E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.5800	 7.648E-14	 5.982E-09	 1.221E-04	 4.510E-07	-1.989E-08	-6.684E+00	 4.322E-06	 7.637E-14	 1.690E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.316E-06	-1.464E-03	 2.767E-02	-3.224E-05	 8.436E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.6000	 1.293E-13	 1.010E-08	 1.222E-04	 8.754E-07	-7.592E-08	-6.684E+00	 4.327E-06	 1.295E-13	 2.854E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.332E-06	-1.464E-03	 2.767E-02	-3.175E-05	 7.125E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.6200	 1.808E-13	 1.409E-08	 1.225E-04	 1.063E-06	-1.109E-07	-6.684E+00	 4.336E-06	 1.814E-13	 3.982E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.350E-06	-1.464E-03	 2.767E-02	-2.319E-05	 3.467E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.6400	 2.179E-13	 1.694E-08	 1.228E-04	 9.733E-07	-1.165E-07	-6.684E+00	 4.346E-06	 2.189E-13	 4.787E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.366E-06	-1.464E-03	 2.767E-02	-9.001E-06	-1.530E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.6600	 2.315E-13	 1.796E-08	 1.231E-04	 6.373E-07	-9.219E-08	-6.684E+00	 4.358E-06	 2.326E-13	 5.073E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.378E-06	-1.464E-03	 2.767E-02	 7.021E-06	-6.548E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.6800	 2.189E-13	 1.693E-08	 1.235E-04	 1.486E-07	-4.505E-08	-6.684E+00	 4.370E-06	 2.197E-13	 4.783E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.385E-06	-1.464E-03	 2.767E-02	 2.074E-05	-1.031E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
